Identifier,F518_21h,F518_29h,F518_33h,F518_37h,F518_41h,F518_45h,F518_49h,F518_53h,F518_57h
SCO4662,16.37181541,16.08582119,15.86568784,15.64367494,15.94282407,15.94282407,15.94282407,15.82066681,15.52151768
SCO4663,4.819554634,4.166531222,4.411536585,3.953558612,4.420954943,4.630893484,4.054392983,4.532772125,3.793986574
SCO4664,5.628836288,5.707574599,6.621090449,6.224269122,7.015711856,6.166861664,6.361055767,6.528808135,5.171582885
SCO4665,3.734963248,4.343863687,5.051011678,5.05557751,5.372720221,4.901736289,5.098327811,5.136311027,4.204124873
SCO4666,5.703820093,5.488050569,5.625294489,5.281136228,5.543067675,5.106900118,4.942325995,5.198050851,5.141521096
SCO4667,6.115331626,6.139311159,7.009921453,6.97852961,7.539261363,6.916618588,6.936373703,7.239264187,6.246929675
SCO4668,8.956369741,8.742472982,8.318304786,8.49878986,8.339580997,8.427741174,8.591681833,8.492020207,8.633278999
SCO4669,8.52929107,8.926874007,9.146460908,9.062432148,9.326698458,9.194310634,8.984440611,8.878902634,8.870720173
SCO4670,5.78276746,5.794398802,6.985680219,6.132233872,6.699621094,6.311566097,6.177272578,6.488917444,6.188758157
SCO4671,7.476324629,7.213649245,7.356063115,7.417162835,7.357005783,7.094233578,7.175596127,7.387204521,6.937344461
SCO4672,8.90899474,9.080622623,9.50569333,9.139132174,9.166054457,8.859740597,8.72511773,9.0293579,8.790152898
SCO4673,10.29600187,11.4423155,11.53330489,11.88599045,11.57263758,11.27953322,11.10773295,11.32433217,11.26918084
SCO4674,6.208701751,6.452528186,6.146581259,5.710237178,5.865847515,5.887644162,5.386238307,5.632806161,6.230272963
SCO4675,9.971306198,11.43353032,11.56150487,12.05616687,11.74267472,11.43453022,11.28437938,11.57863696,11.67585583
SCO4676,8.731011857,10.65377438,10.7391987,11.04947906,10.83803264,10.67552109,10.58206606,11.05994942,11.1440191
SCO4677,8.708542112,11.07266454,11.25543189,11.71699435,11.56052764,11.51598971,11.38913665,11.80862937,11.96838482
SCO4678,9.734714761,10.64813919,10.9325532,11.06027644,10.74234296,10.88021769,10.81964203,10.92954911,11.06598814
SCO4679,8.017008084,8.103983152,6.758707735,7.574112606,6.418422591,7.414334467,7.200393252,7.398266008,8.102492915
SCO4680,7.206091627,7.300249826,7.408263649,7.256414459,7.36949241,7.271214746,7.340635067,7.412674808,7.442513044
SCO4681,6.986138182,7.308006851,7.397559126,7.068313764,7.080852208,7.201680106,7.101541762,7.216890742,7.094288021
SCO4682,6.045620722,6.349227848,4.664023011,4.731087156,4.495313018,4.851464307,4.690713588,4.711514261,5.38053207
SCO4683,9.217779963,10.6863849,9.970559374,9.158542946,9.509718843,9.473749345,9.423878517,9.476516217,9.480350543
SCO4684,7.60300965,8.031726865,6.436885763,6.129988576,5.476711956,5.794493884,5.523297735,5.599717911,6.048299039
SCO4685,6.153316345,6.334558729,7.851411715,6.537890119,7.566642202,6.707949987,6.766179513,6.905139962,6.482114141
SCO4686,5.315694971,5.468125889,4.975802991,5.15051989,4.657926856,4.707313041,4.653578399,4.410601492,4.701689891
SCO4687,10.64953765,10.61008439,10.10765064,9.137414804,8.947033735,9.177192042,9.320036001,8.998046288,9.345464521
SCO4688,9.663303937,9.536583193,8.820371735,8.225807788,8.264970708,8.71183936,8.861471,8.630084086,9.038083035
SCO4689,8.420869265,8.575658948,7.383727931,6.279163558,5.976020422,6.073529632,5.762764259,5.770975073,5.517283624
SCO4690,8.374701829,8.356560427,7.059779548,6.140519545,5.510140127,5.781002023,5.509412064,5.355328777,5.619006625
SCO4691,7.961186451,7.644689273,7.043957984,5.44071962,5.995005895,5.989283775,5.700315454,5.50160948,5.255690981
SCO4692,9.399124434,9.550099851,9.247683515,8.809111418,8.837876022,8.921517527,8.97310853,8.917929397,9.164423571
SCO4693,7.455490725,7.664558956,6.700358474,6.326101381,6.172093239,6.562943391,6.287111877,6.613693174,7.079749394
SCO4694,6.05986759,5.82383353,5.080152925,4.700525607,4.463164965,4.664277917,4.48749645,4.015972361,4.629952773
SCO4695,5.120327987,4.124157508,5.429117941,5.222843503,5.579273057,5.129341479,5.302501257,5.262688778,4.671285687
SCO4696,7.338169956,7.200442691,6.835747409,6.453778774,6.362652486,6.388539366,6.405483032,6.321414519,6.605701362
SCO4697,10.85467214,10.77170216,10.82692912,10.34643256,10.38297703,10.32283035,10.4004119,10.23966859,10.14911945
SCO4698,1.236974422,1.670024122,0.508319879,0.384277549,0.255842998,0.065298648,0.150160596,0.150160596,0.63235359
SCO4699,10.68164858,10.54537919,10.7344918,10.39641939,10.25672044,9.840681064,9.867617447,9.760044593,9.747515222
SCO4700,7.961942346,7.876043057,6.910944022,7.041231071,6.420701708,6.820763924,6.66005903,6.787419978,6.952869442
SCO4701,13.4096474,12.78333847,12.89298401,11.38243175,11.91234234,12.07414765,12.2128831,12.2470885,12.13682077
SCO4702,13.73034387,13.22257355,13.39317439,12.01196461,12.6015325,12.78958967,12.8653781,12.87632379,12.72392273
SCO4703,13.35406007,12.6741803,12.75985223,11.46073741,11.92048718,12.17962146,12.22070769,12.37362988,12.20292085
SCO4704,12.67203671,11.94631491,12.11530965,10.81934185,11.05867557,11.47377259,11.59992438,11.64874384,11.53317774
SCO4705,13.50435878,12.84435322,13.06566574,11.7080367,12.14640981,12.46630617,12.545435,12.7150519,12.55162313
SCO4706,12.16352432,11.43478588,11.51137624,10.25256715,10.35160453,10.80868331,10.94543309,11.00243649,10.99676857
SCO4707,12.32715712,11.60170039,11.67436157,10.22469408,10.54193195,10.94691633,11.00238516,11.16786016,11.08871013
SCO4708,13.03420355,12.36756729,12.56067443,11.2176962,11.66882446,11.9827357,12.0563889,12.11950316,11.97147929
SCO4709,12.31784089,11.62925544,11.67079673,10.32033916,10.65757916,10.9461937,11.11516865,11.20154821,11.15786327
SCO4710,12.26184304,11.624067,11.74308951,10.38006185,10.59875453,10.94460683,11.20880365,11.19569469,11.1863095
SCO4711,12.32464952,11.70515442,11.78507855,10.42106917,10.75583289,11.06629309,11.21446329,11.19957684,11.19650936
SCO4712,12.74100726,12.16113262,12.23480554,10.87017483,11.29079659,11.49191515,11.64541889,11.62270572,11.56512824
SCO4713,12.50085916,11.96112812,11.86780457,10.50501394,10.99431364,11.2389278,11.29372852,11.21778922,11.12271491
SCO4714,13.38596452,12.89723678,12.88347843,11.51628207,12.06987851,12.31366468,12.31249804,12.27865436,12.1683512
SCO4715,11.7619115,11.11366567,10.88478034,9.59195157,9.893304421,10.26310377,10.40976435,10.34261851,10.29413085
SCO4716,13.51775003,13.27363104,13.26331242,12.00685299,12.56494925,12.66306578,12.62713668,12.59374408,12.52814786
SCO4717,14.40076564,14.16814339,14.33159629,13.0411079,13.63267611,13.82142065,13.80610298,13.74283472,13.58204739
SCO4718,13.58943309,13.25969666,13.32757729,11.98676097,12.62481877,12.78193201,12.80193169,12.73121389,12.62849715
SCO4719,14.7623796,14.55674435,14.65861059,13.37260279,14.01823679,14.15365103,14.12005785,14.05416212,13.88443446
SCO4720,12.11716894,11.62615612,11.60926007,10.05764962,10.58397611,10.80814381,10.88218871,10.84348404,10.80728574
SCO4721,13.9442043,13.62287099,13.76536143,12.52408956,13.03828702,13.1544109,13.1844003,13.10102849,13.01022866
SCO4722,12.60038225,12.44227713,12.51548091,12.03643034,12.12683452,12.11693476,12.08134885,12.04877223,11.97975707
SCO4723,12.87478347,12.81269073,12.87897145,11.89641286,12.07866016,12.0670396,12.10182526,11.97613604,11.88697036
SCO4724,10.12945575,9.852845989,9.774597152,9.043385835,9.229186232,9.254064395,9.374166267,9.274146622,9.371902853
SCO4725,12.98108248,12.99255047,12.9366224,12.18566729,12.27243856,12.30102788,12.43641108,12.17922057,12.16050755
SCO4726,11.62879835,11.32273078,11.15173158,10.02981563,10.25281172,10.44220442,10.61944014,10.46649151,10.47664429
SCO4727,14.00213611,13.8286294,13.78739065,12.57468561,12.98657451,13.03875809,12.98279331,12.88782984,12.67015677
SCO4728,14.30865168,14.06856577,14.0764839,12.73126386,13.26813774,13.33628705,13.27005478,13.18514474,12.96300952
SCO4729,14.48974286,14.23334985,14.35201673,13.46799863,13.70719627,13.84128301,13.82787259,13.72055234,13.49459885
SCO4730,14.39324696,14.14717039,14.13726288,12.7906552,13.24454767,13.21316742,13.29141199,13.05981957,12.91714358
SCO4731,9.527586321,9.223843041,9.208697509,9.182279289,8.944739988,8.746524004,8.828924274,8.678633251,8.834156923
SCO4732,11.178932,11.22048619,11.03042464,10.29362329,10.28240218,10.21890819,10.25413584,10.28427092,10.3421174
SCO4733,6.418628032,6.408436012,6.660775993,6.938948061,7.027565217,6.826444503,6.891654524,6.842552595,6.671928793
SCO4734,13.5094383,13.31256513,13.20818697,11.87269248,12.33782435,12.43948912,12.5020455,12.35346141,12.29844212
SCO4735,14.16373164,14.01811264,14.05676781,12.69528191,13.28319067,13.30029446,13.34227973,13.16849496,13.02349254
SCO4736,10.61159224,10.52456052,10.39850629,9.474713176,10.05478934,9.958653704,9.995522056,9.982170083,9.764110099
SCO4737,8.391463237,8.084727273,8.244987685,7.533375583,7.693212293,7.689767828,7.638483528,7.665878713,7.702353688
SCO4738,8.393447926,7.977081867,7.83443781,7.057159026,7.376793431,7.570507477,7.546335707,7.423909766,8.010745539
SCO4739,11.43447061,9.689537013,8.874430521,8.055338327,8.319377441,8.476237791,8.462468969,8.392101561,8.305348806
SCO4740,10.32081237,8.956645802,9.554225772,8.803039793,9.331646158,9.139688721,9.014550839,9.157861224,8.976089358
SCO4741,8.266601448,8.160378131,7.611276909,7.547880818,7.637292429,7.430818274,7.327115527,7.651249632,7.65522694
SCO4742,7.691216071,7.660550969,7.505877525,8.093777632,8.250493793,7.678499903,7.815326908,7.807247564,7.465959871
SCO4743,6.150798607,6.068915056,6.240237278,5.984577112,6.167962138,6.133104716,5.72824866,5.848787435,5.80189497
SCO4744,7.268854493,7.100873989,5.77413494,6.169094884,6.040300262,6.258262669,6.155176924,6.331014707,6.19279097
SCO4745,9.553351433,9.392177599,9.303358422,8.995655074,9.14929019,9.015317465,9.077784037,9.087450621,9.043325325
SCO4746,8.715453381,8.908518698,9.006431293,8.717609437,8.923218795,8.664775478,8.65281168,8.63748996,8.448946015
SCO4747,9.080297498,9.275570902,8.785448115,8.285694936,8.100395521,8.272715972,8.288942214,8.28015006,8.516512222
SCO4748,6.18700943,6.140242355,4.666267147,4.865792798,4.631569805,4.986750354,4.578121479,4.562447913,4.766141458
SCO4749,7.664369562,8.359877841,7.986792448,8.355643578,7.888322773,7.927129746,7.922630429,8.152866543,8.441963908
SCO4750,8.189677033,8.146342909,7.534407536,8.084523456,8.067337768,8.249984355,8.159120679,8.218957985,8.399080043
SCO4751,9.063107341,9.235562416,8.60890514,8.552092003,8.369841824,8.559065498,8.479079543,8.635949614,8.963429833
SCO4752,10.06267784,10.03456159,9.957398883,9.718266815,9.900851205,9.83933132,9.783677343,9.942319653,9.871168342
SCO4753,6.878510736,6.652692476,4.973364167,5.536758251,4.963404808,5.308556185,5.42986913,5.320682478,5.625059381
SCO4754,8.899626006,8.621730002,8.709583944,8.195294594,8.291501116,8.070006894,7.950310179,8.042631381,7.963827499
SCO4755,6.976794322,6.971258443,7.349703619,7.029092611,7.112073067,6.616552174,6.568733877,6.808101201,6.45148985
SCO4756,6.254839112,6.051585528,5.199701817,5.532321032,4.982700763,5.279117389,4.933639861,4.571054244,5.082437198
SCO4757,7.417795327,7.383470705,8.223795019,8.010137024,8.234031398,7.667054109,7.745242908,7.95205444,7.573095933
SCO4758,7.664407734,7.598305504,7.355958791,7.387093645,7.834802474,7.558584817,7.449439311,7.742786217,7.192650478
SCO4759,6.026479487,5.947597156,5.536800146,5.75619957,5.41974255,5.322389923,5.152117454,5.091870865,5.178698556
SCO4760,4.273963822,4.474068549,5.437199045,5.141509991,5.789573104,4.992521687,5.445059924,5.506039957,5.007605143
SCO4761,14.52624046,14.82914212,14.53509297,14.6868078,13.70329357,13.54364444,13.84808006,14.31592195,14.31705189
SCO4762,14.71983585,14.72056452,14.42862637,14.81220433,13.98512883,14.10252961,14.28209854,14.81181236,14.7113424
SCO4763,8.712374219,10.60195881,10.64268119,10.01501442,9.845968646,9.808107203,9.763076011,9.861804151,9.790122723
SCO4764,9.060465628,9.303365719,9.226859147,8.805034095,8.515386251,8.23425208,8.315216376,8.357089342,8.396561
SCO4765,8.929553225,8.475712978,8.450041573,8.137041317,7.682835266,7.578151058,7.581725861,7.623977542,7.868006858
SCO4766,8.698509462,8.957850725,8.614124178,8.465309173,8.405589681,8.487569001,8.477954578,8.453752234,8.482029443
SCO4767,5.801366329,6.38171228,5.44925918,6.360919643,6.045148478,6.9251014,6.873051421,6.40945339,7.253386255
SCO4768,10.73843536,12.69048834,12.73723928,12.55594347,12.75261151,12.77578974,12.70016922,12.81036988,12.87092962
SCO4769,10.66277366,11.98299917,11.98972622,11.50066768,11.67684856,11.79717425,11.81511593,11.89024381,12.01355425
SCO4770,12.78425424,13.15172241,12.85330727,12.46475872,12.70818914,12.7561074,12.66582182,12.77016163,12.72787299
SCO4771,11.59754245,11.45709986,11.44098363,10.98657341,11.05149149,11.04918434,11.04456145,11.08305325,11.00057396
SCO4772,11.17430625,13.67216186,13.3884873,13.15718169,12.87244497,12.69048559,12.50061533,12.54171324,12.56628474
SCO4773,5.779655125,6.401306228,7.443563147,6.913024722,7.526944835,7.142965805,7.155088202,7.248030892,7.05050109
SCO4774,8.062698831,8.611831322,9.291031908,9.968849634,9.801801038,9.655250751,9.495730389,9.614827481,9.576480406
SCO4775,12.64616528,12.63981809,12.57960215,12.10251383,12.35409725,12.24108774,12.20844166,12.19308153,12.07882756
SCO4776,11.58987255,11.78960827,11.70076029,11.31806918,11.49535777,11.53933218,11.60453824,11.63963142,11.63325362
SCO4777,11.25547535,11.01779594,11.08852832,10.80651328,10.88572861,10.69930462,10.63578328,10.64564027,10.58094358
SCO4778,10.19933013,9.783553303,9.593354767,9.451956907,9.543158798,9.325818574,9.351385156,9.397622189,9.338624134
SCO4779,10.07984637,9.958641398,10.66647538,10.95830832,10.8306358,10.55075284,10.39134529,10.41311819,10.18511428
SCO4780,7.924370317,7.640765891,8.887264004,8.49553942,8.864584824,8.24413463,8.14454252,8.250975867,7.660012873
SCO4781,6.459904427,6.322701593,8.267020742,7.062462845,7.975308643,7.394413514,7.273661405,7.427381403,7.119772265
SCO4782,8.846867526,7.63597718,7.784607109,7.764912974,7.800558387,7.88885902,7.882388498,7.635261105,7.651768362
SCO4783,4.620337786,3.897681606,4.98870414,4.683704558,4.752590553,4.455644731,4.145801247,4.583150066,3.983646256
SCO4784,8.832963028,8.176903431,6.940556356,6.176142712,5.678258487,5.425989172,5.057367874,4.985907781,5.431029154
SCO4785,11.76962571,11.40674665,11.49063909,10.69201573,10.88021027,10.86166678,10.82721783,10.99808983,10.87820146
SCO4786,5.454402511,6.005633214,5.950270982,5.481484568,5.453504096,5.565265576,5.366267445,5.452931967,5.122982456
SCO4787,9.423529464,8.837732247,8.754787677,8.77277418,8.835517608,8.515297531,8.658997285,8.677749729,8.733445192
SCO4788,9.268305494,9.606627448,9.868237475,9.303648376,9.45857916,9.115785145,9.079282987,9.184056429,8.789250474
SCO4789,8.406575293,8.302933457,7.720412408,7.314548305,6.921596697,7.305353242,7.222945419,7.349673901,7.885662788
SCO4790,8.819720381,10.19987211,10.63253023,11.08652913,11.11952391,11.21701313,11.28793742,11.31285274,11.54897498
SCO4791,9.578604166,10.12480529,10.56570814,10.96885588,11.02466116,11.1723521,11.18343433,11.09814319,11.24084996
SCO4792,8.976404656,9.126464293,8.972715243,9.529862059,9.387938045,9.754952233,9.801730137,9.659850356,9.709832193
SCO4793,7.775637683,11.0381415,11.39327463,12.18890982,11.80902622,11.77471439,11.6228043,11.7791814,11.78167731
SCO4794,8.595039313,8.452620018,8.284955235,7.703775039,7.181559366,7.457886616,7.548081876,7.307979406,7.834147064
SCO4795,8.325424604,7.937055092,8.471675244,8.071730027,8.079522245,7.69736544,7.679115758,7.816920792,7.434449429
SCO4796,10.72588563,10.11121068,10.29155048,10.10206193,9.799748587,9.647829377,9.661146054,9.845759415,9.851274317
SCO4797,11.49737025,11.81371049,11.93112697,11.80208344,11.99268908,11.90936844,11.84483331,12.03723794,12.0320456
SCO4798,12.01143439,12.56679527,12.7057748,12.2145057,12.25236433,11.97836821,11.92538667,11.83412033,11.71531546
SCO4799,6.106814077,6.219263256,7.485633268,7.599830651,7.510430471,7.70760752,7.449033552,7.312350688,7.649327562
SCO4800,11.04392397,11.15406947,11.29919644,11.42277989,11.61467642,11.85271064,11.8522262,11.56615437,11.90270621
SCO4801,7.141248115,7.529894957,7.957970498,8.159231019,8.466169114,7.987975285,8.199681247,8.517669537,8.062987319
SCO4802,7.11847677,7.47711542,7.156738339,7.645236275,7.54277707,7.474673974,7.708645795,7.866098918,7.790676019
SCO4803,7.710955654,8.286784391,8.529155557,8.790307194,8.703690594,8.760851908,8.81808091,9.1870377,9.254769975
SCO4804,7.734252945,8.290577981,8.96090421,9.033607234,9.456707444,9.101018873,9.294973305,9.557484723,9.312274738
SCO4805,8.441084793,8.596139273,8.659604197,8.340188966,8.209252098,8.229245547,8.391737572,8.585200904,8.642263742
SCO4806,8.853616366,8.373719377,7.846013474,7.493961739,7.540447653,7.440089255,7.630253102,7.582319117,7.359668453
SCO4807,5.743333125,5.397401393,4.305291904,4.418765275,4.524134105,3.876445145,4.931956339,4.342611,3.098606366
SCO4808,14.77885681,14.73145341,14.60860733,14.39194837,14.40369324,14.55913906,14.3582087,14.34155733,14.33418421
SCO4809,14.18128807,14.03233111,13.93836531,13.69792951,13.74328112,13.90444191,13.72538396,13.77041892,13.78906408
SCO4810,5.559113647,5.699778187,6.4429383,6.933368968,6.931561454,7.342946082,7.032932526,6.677267799,6.739457596
SCO4811,5.25466445,5.313645774,5.606653823,6.142973928,6.459409727,5.999736749,6.213040568,6.020692514,5.032526427
SCO4812,9.929560855,9.732111743,9.398093719,8.998923826,9.06474582,9.32864207,9.415249295,9.306143776,9.544188957
SCO4813,11.70306892,11.21691736,11.08377393,8.322594761,8.636380939,9.448892486,9.631032907,9.441056387,9.070163779
SCO4814,11.8931633,11.29169318,11.27649541,8.788789962,9.577857607,9.973291018,10.07085137,10.05960357,9.41240731
SCO4815,5.947644387,6.086372597,6.086597379,6.129693019,6.393449754,6.203520499,5.905031417,6.217436742,6.219251648
SCO4816,6.939044802,6.88819429,8.810049228,8.017298613,8.5386382,7.99889359,7.936999061,7.976749152,7.810168613
SCO4817,7.043070283,7.060052077,7.634125509,8.004902734,8.296059705,8.291000508,8.307173928,8.490804489,8.471114644
SCO4818,7.916931983,7.705689814,7.618212589,8.274107348,8.492000681,8.487463497,8.479945472,8.588661019,8.568166722
SCO4819,5.661965515,6.161634722,5.343130653,6.187692982,5.846526969,6.13564477,5.926299259,5.993805981,5.946186532
SCO4820,8.283068743,8.688312863,8.988928287,9.432786638,9.611334332,9.359911918,9.278001959,9.509851999,9.327972008
SCO4821,9.269854559,9.391418056,8.981991114,9.381664874,9.194901661,9.248242562,9.248145155,9.364632539,9.453956729
SCO4822,11.33858216,10.56206318,10.00091282,9.538731584,9.688864172,9.636762013,9.846133932,9.63964755,9.671386223
SCO4823,5.445770367,5.442991252,3.71278639,3.709605899,3.209483018,3.22519487,3.045219804,2.601728553,3.663857148
SCO4824,12.48416822,12.43172989,12.16518267,11.32970723,11.37883962,11.32961559,11.28217451,11.3056567,11.21495605
SCO4825,9.174545503,8.725091162,7.776107503,7.677148676,7.644694042,7.838146946,8.03787824,7.941592157,8.287565598
SCO4826,11.3883242,11.42862704,11.43421894,10.89927893,11.07903407,10.90680093,10.90426833,10.81830508,10.75694798
SCO4827,11.55786892,12.00179567,12.04194894,11.50428122,11.6078343,11.72314779,11.53078884,11.7578575,11.79926561
SCO4828,9.648973988,8.806649344,8.95645994,8.652403863,8.894445045,8.80000591,8.777240444,8.941365973,8.600621139
SCO4829,8.177024842,7.428357738,8.384660053,7.324850606,7.879007981,7.466553005,7.488018269,7.642272979,7.543028739
SCO4830,7.667291947,7.001621938,7.453196024,7.11942386,7.388165645,7.112190321,7.119451161,7.291089919,7.045132793
SCO4831,7.863119616,7.190332992,8.81350908,8.215732306,8.781870223,8.185866845,8.133111199,8.255480209,7.567456092
SCO4832,8.661021725,8.004005744,7.611807306,7.309879689,6.862214177,7.362828798,7.11318217,7.100019534,7.318282993
SCO4833,10.12319225,9.760816334,9.494740539,9.048038146,9.143416615,9.178994012,9.226179821,9.041633712,9.109115845
SCO4834,8.878818992,7.97308686,7.071756714,6.670300893,6.462711288,6.83665665,6.787973924,6.88778207,7.159411964
SCO4835,9.049100092,8.235929188,6.959288846,7.096948298,6.4234036,7.101485178,6.877486365,6.795650443,7.339865733
SCO4836,5.977866242,6.083171348,6.66838553,6.670103645,6.829740574,6.320663696,6.625649467,6.722494873,5.856002814
SCO4837,11.67433276,10.53569493,10.48138275,9.88313219,10.00881552,9.739518415,9.67183512,9.910366391,9.855338383
SCO4838,6.45014904,6.600484542,6.389775691,6.567284731,6.453237522,6.129642522,6.041427879,6.436825908,6.127637553
SCO4839,10.90993446,10.8560174,10.84047407,10.54911002,10.33724295,10.42202774,10.38610651,10.41559524,10.40670887
SCO4840,9.044509187,9.051313536,8.694715272,9.191724484,9.059902262,9.217097762,9.236764583,8.831069098,9.264455737
SCO4841,5.905969867,5.844952286,6.380314733,6.266751546,6.284960322,6.182954494,6.227691602,6.063584484,5.894750149
SCO4842,5.118290769,5.734658166,7.240851737,6.931541742,7.43827299,7.077103989,6.941767597,6.882463192,6.349972115
SCO4843,0.818362999,2.918949791,2.436575374,2.759724027,2.992759852,3.063765345,3.632535006,2.874017424,2.36730931
SCO4844,5.045795411,4.795011788,5.885097373,5.367501383,6.154083684,5.237920332,5.693413302,5.923225638,5.330218054
SCO4845,4.795704378,4.415227024,5.609054323,4.955203911,5.245488205,5.307694136,5.105032581,5.235688772,4.955128433
SCO4846,7.525770499,7.637848096,8.142777307,7.800396812,7.699077248,7.558918476,7.683957218,7.565937401,7.487115227
SCO4847,11.32744451,11.29519131,11.27413305,10.8605528,11.06622586,11.05004428,10.94885748,10.79910096,10.80634688
SCO4848,8.038778808,7.803685802,6.729849922,6.848828936,5.578833049,6.356112842,6.080982291,6.041611112,6.524804631
SCO4849,9.260984056,9.087462372,9.278897127,8.598062059,8.729621074,8.653328429,8.597074532,8.759241122,8.33312953
SCO4850,9.382206616,9.386176802,9.230426776,8.637842385,8.58832607,9.475664115,9.61647525,9.390075626,9.436041107
SCO4851,6.832863855,7.074575783,6.169456262,7.243803698,6.886429801,8.154758533,8.694286042,8.128388692,8.381746936
SCO4852,8.16385973,8.351009106,7.821904229,7.663636385,6.80445462,8.574542268,8.80655743,8.353868786,8.942845456
SCO4853,8.054184548,8.668697249,7.788966336,7.500711875,6.876188742,7.309580404,7.23113929,7.434855536,7.752902543
SCO4854,9.121739464,9.684421127,9.265777718,8.763105589,8.064768586,8.572443528,8.689406127,8.713820892,9.027697363
SCO4855,12.75857148,12.36224875,12.50650314,12.0824227,12.07546036,12.11015882,12.03179879,12.0718312,12.09428574
SCO4856,13.443929,13.05857687,13.23599643,12.83455391,12.86780389,12.97174335,12.84988479,12.84857245,12.84638141
SCO4857,11.81193546,11.11607822,11.10057978,10.5853889,10.41304944,10.7751909,10.70195577,10.63909394,10.78887503
SCO4858,12.13131994,11.62626231,11.61109732,10.98134931,10.80715445,10.98461218,10.99583971,10.91080213,11.09749201
SCO4859,8.920848957,9.478104091,9.140044745,9.175600824,8.377267244,8.556154678,8.488745198,8.370701528,8.706288242
SCO4860,9.417022623,10.35577754,9.839040285,10.07369146,9.509380419,9.503232017,9.433864914,9.619456586,9.556533713
SCO4861,10.18336401,10.52576003,10.31028636,11.05214581,10.83673493,10.75419066,10.66210693,10.62416573,10.67509388
SCO4862,8.098962765,8.263977206,7.462962506,8.659548397,8.172107079,8.504061518,8.510624694,8.284586995,8.688127796
SCO4863,6.528661913,6.47657423,5.534217296,6.261535745,5.816662812,6.055652149,5.665819125,5.800016623,5.36047704
SCO4864,6.927472965,6.599821713,6.389234237,6.340547008,6.554387077,6.280921866,6.270494435,6.234796887,5.775837999
SCO4865,5.169266897,5.209732785,4.438369911,4.61594888,4.852919776,3.686494056,4.632784947,4.687942443,3.73659263
SCO4866,8.477632445,8.124157111,7.89828537,7.598403912,7.459352764,7.511387247,7.596610674,7.542723696,7.540403447
SCO4867,7.112033625,7.08652132,6.619210862,7.743942439,7.40292252,7.429101013,7.274312299,7.277740123,7.255109771
SCO4868,6.15482682,6.307138933,6.687404197,7.494210431,7.413839981,7.847243484,7.736891267,7.509713539,7.616647911
SCO4869,10.72180139,10.60956832,10.82425425,11.11428943,11.10839087,11.23670836,11.14245061,11.05149613,11.31190334
SCO4870,6.517603293,6.293035501,7.348313283,7.319488175,7.556350479,7.097051191,7.413367351,7.356416457,6.974104978
SCO4871,8.206883046,8.269954536,7.73917633,7.421237591,7.274228719,7.658760445,7.701198053,7.711595216,8.271381362
SCO4872,7.804817458,7.822254767,7.763154857,10.62866973,10.1990054,10.13866186,10.15232319,10.1635345,10.14985757
SCO4873,7.05320502,7.144420127,7.480417487,12.0558499,11.83770478,11.81826381,11.75988039,11.94189031,11.7592426
SCO4874,5.830929318,6.269043213,8.005815656,12.22062371,11.82352073,11.7302123,11.65605008,11.60774547,11.21840932
SCO4875,6.845142917,6.685347136,7.085335158,11.5035351,10.91521324,10.9285913,10.7727941,10.83159578,10.70843168
SCO4876,8.251281128,7.732569066,6.826668399,10.59880747,10.03277308,10.11753497,10.10087418,10.01811232,9.977747327
SCO4877,5.909421489,6.21858013,7.79721529,11.12448741,10.87531182,10.87301329,10.85651253,10.83895291,10.57037774
SCO4878,5.220467978,5.099723123,6.91417005,10.15258893,9.872403026,9.884484874,9.83737198,9.833681504,9.575940978
SCO4879,6.031195719,5.857724447,7.148387892,12.67231851,11.98106698,12.06696724,12.05794899,11.89548255,11.64532627
SCO4880,4.38238777,5.221677644,6.998512817,11.00805046,10.27719805,10.43691424,10.32342896,10.52090294,10.1610979
SCO4881,5.127010652,4.955305826,6.613729174,13.21172161,12.29402959,12.37821393,12.25913649,12.49072471,12.1819578
SCO4882,6.210236729,5.991888728,7.319071852,10.90844309,10.06620454,10.2048755,10.16121097,10.39418432,10.1522761
SCO4883,10.36378447,11.32868421,11.4819004,11.26088575,11.16641709,11.20502633,11.15549669,11.40558256,11.47048354
SCO4884,8.965033094,10.30822026,11.51612249,12.51675487,11.44654834,11.04045144,11.06191326,11.0767913,11.13770443
SCO4885,9.324609171,9.39711833,10.1558705,10.04484638,9.35284364,9.347436905,9.53687055,9.280451142,9.495793094
SCO4886,8.14726228,7.987862744,9.093542593,8.608585121,8.825963417,8.501393691,8.640828916,8.794909266,8.536147777
SCO4887,7.116236636,7.088213656,8.108681934,7.452413037,7.869272906,7.523275681,7.710977359,7.862882014,7.67126273
SCO4888,7.205449944,6.993636112,8.161695168,7.643439892,7.943460622,7.746313259,7.852153304,7.797026773,7.743782026
SCO4889,6.53766098,6.614571656,6.216652265,6.384385431,6.019724705,6.259177775,6.230914392,6.204244066,6.538277437
SCO4890,7.806874599,7.431012077,8.395628125,8.202111608,8.212082216,8.142661155,8.157032438,8.136630105,8.028852939
SCO4891,6.788045488,6.941681773,6.120182572,5.894642841,5.967445307,6.2323379,5.745370349,6.004839335,6.225719185
SCO4892,7.024394325,6.860809945,7.036946265,8.087259006,8.219822272,8.069782708,8.070744109,8.194293066,7.955887135
SCO4893,7.610260398,7.58599081,8.280563142,7.683130709,7.819746294,7.568111419,7.49520414,7.655307138,7.537277051
